model,date,t,P1,P2,P3,P4,P5,Spread,Cum_Spread
P/y_test,2018-08-31,0,-0.0540240988519939,-0.0219520088215552,-0.0327920795381468,-0.0345164472892653,0.0290049314645925,0.0830290303165864,0.0830290303165864
P/y_test,2018-11-30,1,-0.0326196111792668,0.0014465642339632,-0.0433460485848348,-0.0157984520131698,0.0285226279407743,0.0611422391200411,0.1441712694366275
P/y_test,2019-02-28,2,-0.0625079610895463,-0.0263761506487387,-0.0465973489980804,-0.0339875294398447,-0.0410023267441789,0.0215056343453673,0.1656769037819948
P/y_test,2019-05-31,3,-0.0417089546641415,-0.0815197427886302,-0.0778672264421793,-0.1035027680212137,-0.0687832924361018,-0.0270743377719603,0.1386025660100345
P/y_test,2019-08-30,4,0.0015763985947067,0.0122201853637723,-0.0163062813397854,0.0001364530150069,0.0065442844831332,0.0049678858884265,0.143570451898461
P/y_test,2019-11-29,5,0.0443439600954239,0.1127885684985803,0.1356194297968456,0.1518621888847199,0.2163375058751835,0.1719935457797595,0.3155639976782205
P/y_test,2020-02-28,6,-0.1599256192276616,-0.1381684310152736,-0.1354268800196397,-0.1344913573313614,-0.1275033967070068,0.0324222225206547,0.3479862201988752
P/y_test,2020-05-29,7,0.1193817038133941,0.1032480075413062,0.0433855177252071,0.046000578499875,0.0569534068628597,-0.0624282969505343,0.2855579232483409
P/y_test,2020-08-31,8,0.0096086623679198,0.0247442901373862,0.0198185136188608,0.0771277100275946,0.0392478201039286,0.0296391577360088,0.3151970809843497
P/y_test,2020-11-30,9,0.0866647336202665,0.0843003557066106,0.0627292890122613,0.070627905028317,0.0967492197480554,0.0100844861277888,0.3252815671121385
P/y_test,2021-02-26,10,-0.0040950739553435,0.0006141949018865,0.0475019160452094,0.063934833956662,0.118382366710987,0.1224774406663306,0.4477590077784691
P/y_hat_rw,2018-08-31,0,-0.047346391734137,-0.0087929421670153,-0.0158125219962821,-0.0521559190967046,-0.0200093334090542,0.0273370583250828,0.0273370583250828
P/y_hat_rw,2018-11-30,1,-0.0202032989974227,-0.0645470322324836,-0.0116949367164933,-0.0024791076185726,0.0067021229572378,0.0269054219546605,0.054242480279743294
P/y_hat_rw,2019-02-28,2,-0.0392197445193517,-0.0439547108774767,-0.039246996015313,-0.0441208525521695,-0.0552810227893793,-0.0160612782700276,0.0381812020097157
P/y_hat_rw,2019-05-31,3,-0.0400470652907902,-0.0793126325350691,-0.0740651631090317,-0.0867635069784212,-0.1311189086560423,-0.0910718433652521,-0.05289064135553641
P/y_hat_rw,2019-08-30,4,0.0037433066882835,-0.0009452354886264,0.0065107777811472,-0.0020437066679841,0.0019138790228043,-0.0018294276654791,-0.054720069021015505
P/y_hat_rw,2019-11-29,5,0.0327169730197622,0.1206505146588496,0.1533414655545987,0.1383405953925008,0.1478161071486513,0.1150991341288891,0.060379065107873595
P/y_hat_rw,2020-02-28,6,-0.1540396851144406,-0.133247566861364,-0.1485662296686579,-0.145050108715187,-0.1375230767336629,0.0165166083807777,0.0768956734886513
P/y_hat_rw,2020-05-29,7,0.1277737391446887,0.0690756974234632,0.0670609416291064,0.0637117793115824,0.0157897071720828,-0.1119840319726059,-0.0350883584839546
P/y_hat_rw,2020-08-31,8,0.0322951428092687,0.0421807198112687,0.0268339732126109,0.0040069705956044,-0.0141992940438095,-0.0464944368530783,-0.0815827953370329
P/y_hat_rw,2020-11-30,9,0.1118150255645608,0.0908615484149233,0.0812523367925934,0.0212599978010509,0.0657421519145831,-0.0460728736499776,-0.1276556689870105
P/y_hat_rw,2021-02-26,10,-0.0018395904767305,0.0179312449680851,0.0250470180437078,0.0418790788356642,0.0789454954897412,0.0807850859664718,-0.0468705830205387
P/y_hat_srw,2018-08-31,0,-0.0569418022708733,-0.0257782474517989,-0.0173978419475417,-0.0305878162841834,-0.0182667934093789,0.0386750088614944,0.0386750088614944
P/y_hat_srw,2018-11-30,1,-0.0663440144668127,-0.0205041335818682,-0.0485275197303176,0.0140312943469695,0.0605766555582993,0.1269206700251121,0.16559567888660648
P/y_hat_srw,2019-02-28,2,-0.0498381096776594,-0.0330909108630391,-0.0377807105230866,-0.0405824090979882,-0.0529079063915236,-0.0030697967138642,0.16252588217274228
P/y_hat_srw,2019-05-31,3,-0.0552540031087315,-0.0528442105161405,-0.0666902563526087,-0.0948888501592234,-0.1348178049251202,-0.0795638018163886,0.08296208035635368
P/y_hat_srw,2019-08-30,4,0.0062201772324471,-0.0006098131702626,0.0157452441843227,-0.0147397345996377,-0.0351769121890807,-0.0413970894215278,0.04156499093482588
P/y_hat_srw,2019-11-29,5,0.038391430597942,0.1201843314393443,0.1462380561670747,0.157277168329914,0.1886232819808379,0.1502318513828958,0.19179684231772168
P/y_hat_srw,2020-02-28,6,-0.1561093284979561,-0.1347448419696332,-0.1427471657601402,-0.150628204643913,-0.1490612106711579,0.0070481178267982,0.19884496014451988
P/y_hat_srw,2020-05-29,7,0.1304925166532308,0.084178622731099,0.039694864700849,0.0384731522065016,0.0134637257507308,-0.1170287909025,0.08181616924201988
P/y_hat_srw,2020-08-31,8,0.0528557065139562,0.0234550962257904,0.0123184741836482,-0.007618661158588,-0.0328747347414752,-0.0857304412554315,-0.0039142720134116155
P/y_hat_srw,2020-11-30,9,0.1052739593342961,0.0613282066367741,0.0733803419684102,0.0315613571761464,0.0399340543955513,-0.0653399049387448,-0.06925417695215641
P/y_hat_srw,2021-02-26,10,-0.0067659327686342,0.0059712262067029,0.0586901630399236,0.0603902877028026,0.1030168974642553,0.1097828302328896,0.040528653280733185
P/y_hat_sarima_br,2018-08-31,0,-0.0292891303783915,-0.0199211551655567,-0.0281338612248406,-0.0484788214589595,-0.0399697779711173,-0.0106806475927258,-0.0106806475927258
P/y_hat_sarima_br,2018-11-30,1,-0.0486605216003766,-0.0349621883090339,-0.0146829121571984,-0.0003818339180038,0.013175203423711,0.0618357250240877,0.0511550774313619
P/y_hat_sarima_br,2019-02-28,2,-0.0545531638703136,-0.0383159464437066,-0.0376483506722966,-0.0365672165034423,-0.0481145657537073,0.0064385981166062,0.0575936755479681
P/y_hat_sarima_br,2019-05-31,3,-0.0454432339667483,-0.0661558354579552,-0.0717688048962131,-0.089154795958445,-0.1261513845706285,-0.0807081506038801,-0.023114475055912007
P/y_hat_sarima_br,2019-08-30,4,0.0091953981612803,0.0037828837828837,0.018871832214654,-0.0229898975703223,-0.0317861068394705,-0.0409815050007508,-0.06409598005666281
P/y_hat_sarima_br,2019-11-29,5,0.0608387083558412,0.1165681300231597,0.1411874712561565,0.1408101923441523,0.1642651723393486,0.1034264639835074,0.0393304839268446
P/y_hat_sarima_br,2020-02-28,6,-0.1405913777605812,-0.1463425150733365,-0.1434651533959922,-0.1521419593429852,-0.1507209291635383,-0.010129551402957,0.0292009325238876
P/y_hat_sarima_br,2020-05-29,7,0.1315077531531717,0.0897407612640319,0.0270180920188245,0.0291690888292984,0.0318803990998475,-0.0996273540533242,-0.0704264215294366
P/y_hat_sarima_br,2020-08-31,8,0.0243455761132495,0.0482558923715529,0.012668452503606,-0.0030066030518982,-0.0313091858398119,-0.0556547619530614,-0.126081183482498
P/y_hat_sarima_br,2020-11-30,9,0.1013301473637982,0.0719423755651877,0.0628609238734285,0.0678745546130655,0.0423443769020669,-0.0589857704617313,-0.18506695394422928
P/y_hat_sarima_br,2021-02-26,10,0.0050181189349256,0.0077819553622508,0.0536480635786726,0.0501749734512947,0.0673996324220539,0.0623815134871282,-0.12268544045710109
P/y_hat_sarima_f,2018-08-31,0,-0.0192471043008686,-0.0288840619792108,-0.0420722799448411,-0.0407762805499057,-0.027419993247592,-0.0081728889467234,-0.0081728889467234
P/y_hat_sarima_f,2018-11-30,1,-0.0460025109250129,-0.0281471165720092,-0.041602358019016,-0.0038433124800524,0.055396731762624,0.101399242687637,0.0932263537409136
P/y_hat_sarima_f,2019-02-28,2,-0.0528480831368887,-0.032898970728688,-0.0392647339894549,-0.0364315807221958,-0.0527237532407448,0.0001243298961438,0.09335068363705741
P/y_hat_sarima_f,2019-05-31,3,-0.0385710275673308,-0.0788643116672184,-0.0586380251042436,-0.0948153916305453,-0.1390050444709943,-0.1004340169036634,-0.0070833332666059845
P/y_hat_sarima_f,2019-08-30,4,0.0075015387097283,-0.001486272009166,0.0146405089271119,-0.020265216068516,-0.0327569867253921,-0.0402585254351204,-0.047341858701726386
P/y_hat_sarima_f,2019-11-29,5,0.0483027210268004,0.1198689107370993,0.1369615331481818,0.1584744919080084,0.1740940916927143,0.1257913706659139,0.07844951196418751
P/y_hat_sarima_f,2020-02-28,6,-0.1438031596075441,-0.1431368497444839,-0.149903061582072,-0.1442319053913321,-0.1541082196089523,-0.0103050600014082,0.06814445196277931
P/y_hat_sarima_f,2020-05-29,7,0.1430140222976592,0.0688584272157167,0.0342896409979343,0.0411124971155872,0.0179021236434299,-0.1251118986542293,-0.05696744669145
P/y_hat_sarima_f,2020-08-31,8,0.0384797108546755,0.0385481873921637,0.0080428261730813,-0.0017114161356416,-0.0290484252794342,-0.0675281361341097,-0.1244955828255597
P/y_hat_sarima_f,2020-11-30,9,0.0850017405518306,0.0826352646666355,0.0781139847633017,0.0364021902881632,0.0598462849988012,-0.0251554555530293,-0.149651038378589
P/y_hat_sarima_f,2021-02-26,10,0.002888140720592,-0.0118904607643617,0.0620021527070663,0.0439477213953167,0.1002386316673554,0.0973504909467634,-0.05230054743182559
P/y_hat_sarima_g,2018-08-31,0,-0.0452525811003926,-0.0128900518294125,-0.0269600738668975,-0.044175684632309,-0.030187669789573,0.0150649113108195,0.0150649113108195
P/y_hat_sarima_g,2018-11-30,1,-0.0318454583084879,-0.033628602649399,-0.0226071541475747,-0.0129677972650764,0.0155900340627975,0.0474354923712854,0.0625004036821049
P/y_hat_sarima_g,2019-02-28,2,-0.0506242556114546,-0.0287674864042138,-0.0504381232829433,-0.0474155211245469,-0.0391097445927567,0.0115145110186978,0.07401491470080271
P/y_hat_sarima_g,2019-05-31,3,-0.0435274390472126,-0.0567508928193198,-0.0866993927657306,-0.1241430220479938,-0.0992830724212447,-0.0557556333740321,0.0182592813267706
P/y_hat_sarima_g,2019-08-30,4,0.006938880839817,0.0100596758229044,0.0069258906709292,-0.009296772183201,-0.0295607748885699,-0.0364996557283869,-0.0182403744016163
P/y_hat_sarima_g,2019-11-29,5,0.0522517310732547,0.1198023849079461,0.1302519885143823,0.15471648221201,0.1743395845506644,0.1220878534774096,0.1038474790757933
P/y_hat_sarima_g,2020-02-28,6,-0.1427431679798245,-0.1383333224834657,-0.1412299670926107,-0.1507317444707537,-0.151534539870699,-0.0087913718908745,0.09505610718491879
P/y_hat_sarima_g,2020-05-29,7,0.1299892719324931,0.075268165905606,0.045424423420674,0.0334851928706508,0.0275233104755214,-0.1024659614569717,-0.007409854272052915
P/y_hat_sarima_g,2020-08-31,8,0.013938577502913,0.0475378807294049,0.0292709096453303,-0.0022163458630402,-0.0340627516836026,-0.0480013291865156,-0.05541118345856851
P/y_hat_sarima_g,2020-11-30,9,0.1017872420714311,0.0739726899923586,0.0829610892467268,0.0351434487955833,0.0450467293690738,-0.0567405127023572,-0.11215169616092571
P/y_hat_sarima_g,2021-02-26,10,0.0131516024067729,0.0013726280640584,0.0332304194134763,0.0523196206146296,0.0739844788857252,0.0608328764789522,-0.051318819681973514
P/y_hat_uen,2018-08-31,0,-0.0414098578641893,-0.0397329425175052,-0.0044995178312214,-0.0392262294698554,-0.0211611243408742,0.020248733523315,0.020248733523315
P/y_hat_uen,2018-11-30,1,-0.0542449732794994,-0.005361821235597,-0.0101746089297531,0.0379752040188338,-0.0552977454675699,-0.0010527721880704,0.0191959613352446
P/y_hat_uen,2019-02-28,2,-0.0565769125440984,-0.0425151134441237,-0.0398473127955847,-0.038904413351291,-0.0351952262949683,0.0213816862491301,0.040577647584374696
P/y_hat_uen,2019-05-31,3,-0.0550976796595206,-0.0647153936757118,-0.0719487929632343,-0.1060079024198813,-0.1171105121024018,-0.0620128324428812,-0.021435184858506498
P/y_hat_uen,2019-08-30,4,4.154639457555165e-05,-0.0040909203547261,0.014076889592817,-0.005280739446349,-0.0189954688301892,-0.0190370152247648,-0.0404722000832713
P/y_hat_uen,2019-11-29,5,0.0479684700934788,0.1203521412795384,0.1488151098970125,0.1354169393841962,0.1750547173665625,0.1270862472730837,0.08661404718981242
P/y_hat_uen,2020-02-28,6,-0.1542675017187451,-0.1303358749713758,-0.154767505328908,-0.1451430252603978,-0.1325871331698352,0.0216803685489098,0.10829441573872221
P/y_hat_uen,2020-05-29,7,0.1065780669492121,0.0783011374370996,0.0637477009750032,0.0548615351960011,0.0195635131175711,-0.0870145538316409,0.02127986190708131
P/y_hat_uen,2020-08-31,8,0.0167774750934629,0.0332090098641322,0.0178189491519067,0.0039307604832183,-0.0211285056409422,-0.0379059807344051,-0.016626118827323788
P/y_hat_uen,2020-11-30,9,0.0895036485358726,0.0775799580122133,0.0716101599586042,0.0180549496920631,0.0665813707580124,-0.0229222777778601,-0.03954839660518389
P/y_hat_uen,2021-02-26,10,0.0067791591041626,0.019185811822613,0.0300394273465013,0.0550729613449626,0.0828644817635905,0.0760853226594279,0.03653692605424401
P/y_hat_ul1,2018-08-31,0,-0.0583564251362346,-0.0229594895494931,-0.0078872528274699,-0.032163474712784,-0.0244538996899956,0.0339025254462389,0.0339025254462389
P/y_hat_ul1,2018-11-30,1,-0.059406734958114,-0.0029533029218707,-0.0017323468176713,0.0247852965349659,-0.0576246184726775,0.0017821164854364,0.0356846419316753
P/y_hat_ul1,2019-02-28,2,-0.0541536429582842,-0.0419215660018653,-0.0444105349169166,-0.0351137745289753,-0.0348890910013803,0.0192645519569039,0.054949193888579204
P/y_hat_ul1,2019-05-31,3,-0.05381546212975,-0.0687488536285874,-0.0721314616238229,-0.1028266658803871,-0.1165640210652556,-0.0627485589355055,-0.007799365046926299
P/y_hat_ul1,2019-08-30,4,-0.002124858881451,-0.0033779388904111,0.0128911006056034,-0.004200455209819,-0.0168029051480889,-0.0146780462666378,-0.0224774113135641
P/y_hat_ul1,2019-11-29,5,0.0451741554587701,0.1259286693543753,0.1407112298473315,0.1384639633244479,0.1752800572824595,0.1301059018236894,0.1076284905101253
P/y_hat_ul1,2020-02-28,6,-0.1554148524441496,-0.1330818413040578,-0.1473691998252018,-0.1409329115962126,-0.1408081943741323,0.0146066580700173,0.1222351485801426
P/y_hat_ul1,2020-05-29,7,0.0884625043738453,0.1053966947215386,0.0656393307304818,0.0413224359832147,0.0212687336390616,-0.0671937707347836,0.05504137784535901
P/y_hat_ul1,2020-08-31,8,0.0195542247323107,0.0291708181996119,0.0199634798515324,0.0005206028243997,-0.0154944449545496,-0.0350486696868603,0.019992708158498705
P/y_hat_ul1,2020-11-30,9,0.0867882452324108,0.0841630463805255,0.0644660931774835,0.0301371622224204,0.0597348425162386,-0.0270534027161722,-0.0070606945576734935
P/y_hat_ul1,2021-02-26,10,0.0026679463034813,0.0216798049887559,0.0317969096145325,0.0545468371943555,0.0741205338758376,0.0714525875723562,0.0643918930146827
P/y_hat_ul2,2018-08-31,0,-0.037171316498624,-0.0230022952762978,-0.009748648173999,-0.0419105249349545,-0.0379018423934639,-0.0007305258948399,-0.0007305258948399
P/y_hat_ul2,2018-11-30,1,-0.0357166347144642,-0.0319758436109095,0.008064548713501,-0.0049196570296242,-0.0096322284277484,0.0260844062867158,0.025353880391875902
P/y_hat_ul2,2019-02-28,2,-0.0511557514891867,-0.0402071632386327,-0.0369764963577122,-0.0457378211661486,-0.0376785730367098,0.0134771784524769,0.038831058844352805
P/y_hat_ul2,2019-05-31,3,-0.0661423940080788,-0.0498004987531171,-0.0898227026974534,-0.07749062882331,-0.136234317989353,-0.0700919239812742,-0.0312608651369214
P/y_hat_ul2,2019-08-30,4,0.0060007858680425,0.0186200436024678,-0.0010723283812378,-0.0267751265082168,-0.025761760751057,-0.0317625466190995,-0.0630234117560209
P/y_hat_ul2,2019-11-29,5,0.0597537509698758,0.1176404469074813,0.1206827288552857,0.1629817334361819,0.1550031906165486,0.0952494396466728,0.032226027890651904
P/y_hat_ul2,2020-02-28,6,-0.137272544127916,-0.1508878865115031,-0.1475436000253095,-0.1377385645063771,-0.1547715586494276,-0.0174990145215116,0.014727013369140302
P/y_hat_ul2,2020-05-29,7,0.1336337233913105,0.0450142639366604,0.0625201983446608,0.0494269491742207,0.0178219473586194,-0.1158117760326911,-0.1010847626635508
P/y_hat_ul2,2020-08-31,8,0.0323457471157296,0.030631881963128,0.0131061138540269,-0.0090325221974873,-0.0190711690932404,-0.05141691620897,-0.1525016788725208
P/y_hat_ul2,2020-11-30,9,0.0921077724617513,0.0878377364637496,0.0486990687281616,0.0488825258350393,0.0571646604440277,-0.0349431120177236,-0.1874447908902444
P/y_hat_ul2,2021-02-26,10,0.0025939529768204,0.0135231155963337,0.0399082699782349,0.0459117414192289,0.0806711807317441,0.0780772277549236,-0.10936756313532081
P/y_hat_uraf,2018-08-31,0,-0.038935430636755,-0.0303416709020063,-0.009800260339221,-0.039493720377906,-0.0310398979551807,0.0078955326815743,0.0078955326815743
P/y_hat_uraf,2018-11-30,1,-0.0321777896518163,-0.0437563258964562,0.0002301127664151,-0.0092109915931878,0.000692795115625,0.0328705847674414,0.040766117449015704
P/y_hat_uraf,2019-02-28,2,-0.0503558520202163,-0.0392361727153849,-0.0374952567343552,-0.0438892298638935,-0.0447980235145103,0.005557828505706,0.0463239459547217
P/y_hat_uraf,2019-05-31,3,-0.039571888469724,-0.0632115850190637,-0.0979792740285403,-0.0894054282635861,-0.140276070558559,-0.1007041820888349,-0.0543802361341132
P/y_hat_uraf,2019-08-30,4,0.0093552449711282,0.0117700699905519,-0.0159249929255012,0.008246330196494,-0.0323581971544635,-0.0417134421255917,-0.0960936782597049
P/y_hat_uraf,2019-11-29,5,0.0570551234646606,0.1260332931826085,0.1202202952919253,0.1574600975280851,0.1665812376810522,0.1095261142163915,0.013432435956686598
P/y_hat_uraf,2020-02-28,6,-0.1536929865205764,-0.1350011717384372,-0.1441757451351101,-0.1477495663635644,-0.1454602794813101,0.0082327070392663,0.0216651429959529
P/y_hat_uraf,2020-05-29,7,0.1225499916498307,0.0710985770784366,0.0712212032885626,0.0301709097523745,0.0232686447599899,-0.0992813468898407,-0.07761620389388779
P/y_hat_uraf,2020-08-31,8,0.0362009493716711,0.0398235173341587,0.0035344123880763,-0.0168526617975464,-0.0211514166621392,-0.0573523660338104,-0.13496856992769818
P/y_hat_uraf,2020-11-30,9,0.09080179648344,0.0926582377559245,0.0648266712767583,0.026070819907284,0.0641708136827775,-0.0266309828006625,-0.16159955272836068
P/y_hat_uraf,2021-02-26,10,-0.019603872277721,0.0388780119834605,0.0468164685959747,0.0479456357848885,0.0706364148050385,0.0902402870827596,-0.0713592656456011
P/y_hat_umlp,2018-08-31,0,-0.0349947696718453,-0.0232681227431905,-0.0420741129724801,-0.0167874402293646,-0.0269094246909288,0.0080853449809165,0.0080853449809165
P/y_hat_umlp,2018-11-30,1,-0.029017860857381,-0.0394579953270705,-0.0315948556995714,0.0144712814763819,0.0471936587487942,0.0762115196061752,0.0842968645870917
P/y_hat_umlp,2019-02-28,2,-0.0645198207716633,-0.0179152843620144,-0.0479506768069528,-0.0295402849275709,-0.0483031539763517,0.0162166667953115,0.1005135313824032
P/y_hat_umlp,2019-05-31,3,-0.0604599403360347,-0.0721788711192639,-0.0755830410968725,-0.0833527109361846,-0.1188110559318236,-0.0583511155957889,0.042162415786614296
P/y_hat_umlp,2019-08-30,4,0.0046634510358153,0.0090728515838226,-0.0096349926566847,-0.0005309088141888,-0.0244939890391633,-0.0291574400749787,0.013004975711635596
P/y_hat_umlp,2019-11-29,5,0.0924586438054258,0.0793874742551419,0.1433262992691154,0.1363606195989988,0.1678120302876575,0.0753533864822316,0.0883583621938672
P/y_hat_umlp,2020-02-28,6,-0.1552656873179372,-0.124761922234045,-0.1448315801265182,-0.1377832939080891,-0.158283987680211,-0.0030183003622737,0.0853400618315935
P/y_hat_umlp,2020-05-29,7,0.1222424418886786,0.0695485351232175,0.0572567539971754,0.0413777382350685,0.0331204918378537,-0.0891219500508248,-0.003781888219231297
P/y_hat_umlp,2020-08-31,8,0.0347282078192044,0.0199412237651346,0.0368155542661141,-0.0176295208496976,-0.0263125013592929,-0.0610407091784973,-0.0648225973977286
P/y_hat_umlp,2020-11-30,9,0.0920148235850927,0.0627042169936465,0.0816592760323301,0.0847577077403203,0.0462505837526437,-0.045764239832449,-0.11058683723017759
P/y_hat_umlp,2021-02-26,10,0.0041447314354221,0.0114809955600355,0.0259890960826323,0.069842682607298,0.1016524335365341,0.0975077021011119,-0.013079135129065694
P/y_hat_ols1,2018-08-31,0,-0.0341280017969504,-0.0198812547665901,-0.0198010234335536,-0.040827939794014,-0.0319715644550424,0.002156437341908,0.002156437341908
P/y_hat_ols1,2018-11-30,1,-0.0262925004322743,-0.0449812629535118,0.0064442876506746,0.0083968622535471,-0.0367910009096292,-0.0104985004773548,-0.0083420631354468
P/y_hat_ols1,2019-02-28,2,-0.0536189663378686,-0.0403214344284699,-0.0348402775295985,-0.0446279579856422,-0.0508972760343426,0.0027216903035259,-0.005620372831920902
P/y_hat_ols1,2019-05-31,3,-0.0379908476340711,-0.0705956141204597,-0.0723347994214031,-0.087793959419219,-0.1175881351960287,-0.0795972875619575,-0.0852176603938784
P/y_hat_ols1,2019-08-30,4,-0.0042003077293202,0.0145056581678798,0.0044818467302077,-0.0139217799048312,-0.0260874295204244,-0.0218871217911041,-0.10710478218498251
P/y_hat_ols1,2019-11-29,5,0.0517176368429071,0.1124685198708717,0.1266197905566543,0.1647235640960238,0.1677594474149494,0.1160418105720423,0.008937028387059787
P/y_hat_ols1,2020-02-28,6,-0.1399401259579306,-0.1450242915551538,-0.1386446477209313,-0.1451955716511385,-0.155580872646103,-0.0156407466881724,-0.006703718301112615
P/y_hat_ols1,2020-05-29,7,0.1201030675035941,0.073348282785631,0.0639252384151171,0.0429037543323123,0.0322526651902971,-0.087850402313297,-0.09455412061440961
P/y_hat_ols1,2020-08-31,8,0.03500044080122,0.0215677037255232,0.0317208474513444,-0.0270195793792448,-0.004719975731647,-0.0397204165328671,-0.13427453714727672
P/y_hat_ols1,2020-11-30,9,0.1049825497021438,0.0651895140918063,0.076829143527202,0.0287447963714573,0.0649726008338681,-0.0400099488682757,-0.1742844860155524
P/y_hat_ols1,2021-02-26,10,0.0015184323252908,0.003364625948622,0.0236125200731977,0.0597262409113143,0.0684228463248016,0.0669044139995108,-0.1073800720160416
P/y_hat_ols2,2018-08-31,0,-0.0383688132105189,-0.0254210624908294,-0.0389570964508019,-0.0361312868545887,-0.0222751034338471,0.0160937097766717,0.0160937097766717
P/y_hat_ols2,2018-11-30,1,-0.0225702496350751,-0.0243990615383703,-0.0039306017636228,-0.0111378874662442,-0.017621649785271,0.004948599849804,0.0210423096264757
P/y_hat_ols2,2019-02-28,2,-0.0471010670038276,-0.038884752070185,-0.0401746426404873,-0.0602462555312895,-0.02703368334911,0.0200673836547176,0.0411096932811933
P/y_hat_ols2,2019-05-31,3,-0.0416167248820688,-0.0730727524647173,-0.0843653425120387,-0.1251706280236733,-0.0916435170297651,-0.0500267921476963,-0.008917098866503
P/y_hat_ols2,2019-08-30,4,0.0071870726093524,0.0104226311476282,0.0032051927191628,-0.0001836381265365,-0.0366502759861854,-0.0438373485955378,-0.0527544474620408
